rec_id,given_name,surname,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
rec-1566-org,harry,clarke,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399
rec-1989-org,casey,tunstall,strahan row,villa 2,yagoona,3038,sa,19110402.0,3008766
rec-27-org,magnus,grubb,gurrang avenue,jalkaro,rye,5044,vic,19771206.0,1271018
rec-9-org,alisha,white,dalgarno close,westport,burringbar,6107,vic,19660114.0,9639569
rec-1967-org,eliza,mason,kennedy street,brentwood vlge,bundamba,4067,tas,19071124.0,3004030
rec-1710-org,amy,flatman,campbell street,woodsong,north hobart,2016,vic,19540812.0,1679056
rec-786-org,jessica,vincent,,lithgowvale,ascot vale,2209,nsw,19930511.0,8036304
rec-963-org,kiana,gillick,clive steele avenue,mandala gdns,lakemba,4021,nsw,19331116.0,6877470
rec-828-org,lucy,green,manning street,,canley vale,2228,nsw,19411102.0,5041084
rec-1384-org,keegan,wotton,magrath crescent,marshanti arabians,colac,6108,nsw,19700122.0,1663324
rec-1433-org,gillian,blake,charterisville avenue,whispering pines,avondale heights,2145,vic,19720122.0,1432771
rec-576-org,jessica,smallacombe,eve place,ellerslee,nunawading,5540,vic,19060713.0,6942191
rec-366-org,danika,langer,bellinger circuit,gwandalan,frankston,4108,act,19900709.0,2332785
rec-272-org,joshua,mayman,pike place,,moorooka,2830,vic,19801013.0,1937873
rec-1554-org,joshua,felmingham,fullagar crescent,mariner views,evandale,2229,nsw,19810315.0,8249572
rec-1603-org,hannah,clarke,anzac park,willandra village,currumbin valley,2454,nsw,19991107.0,4460293
rec-671-org,abby,robson,anzac park,chanak,ettalong,3149,qld,19840131.0,7511641
rec-248-org,stephanie,spong,kenyon circuit,waverley lodge,normanhurst,3182,nsw,19430901.0,6128280
rec-1070-org,kristen,capurso,bosworth circuit,monier square,magra,4075,vic,19170201.0,7204184
rec-1990-org,emma,golder,fullerton crescent,carey park,campsie,2107,qld,19260419.0,1677968
rec-1744-org,shelby,stodart,currong street,woodrose,dorrigo,2614,nsw,19731031.0,3832597
rec-269-org,jake,rhyne,walker crescent,glencot,burwood,3106,nsw,19511109.0,2471300
rec-1073-org,zachary,clarke,port jackson circuit,masonic memorial village,minchinbury,4470,sa,19731003.0,4301419
rec-204-org,cade,muhsam,holder street,frm 654,kingston beach,2620,tas,19040606.0,1082057
rec-1043-org,giorgia,frahn,handasyde street,ramano estate locn 1,tallebudgera,4506,vic,19670206.0,9724789
rec-1717-org,teneille,lamprey,forrest place,terra nostra,bayswater north,4160,vic,19281101.0,9687938
rec-1578-org,grace,morrison,wilkins street,,wisemans ferry,4220,qld,19880415.0,8612252
rec-1245-org,erin,cresp,clarey crescent,walnut grove estate,wingham,3199,nsw,19430721.0,6489739
rec-290-org,maxin,hewson,ammon place,inglewood,ivanhoe,5048,vic,19781215.0,7902006
rec-28-org,leon,haar,inwood place,brindabella specialist centre,newcastle,4019,vic,19930327.0,5674799
rec-473-org,anthony,vijiaraj,moon place,crower,chinchilla,5453,qld,19871031.0,7277540
rec-124-org,keira,browne,teakle place,brinjarry,penshurst,3199,wa,19791215.0,3267500
rec-403-org,jessica,schumann,wilkinson street,tintagel,penrith,4111,qld,19160902.0,1077134
rec-1138-org,jaykob,clarke,mileham street,kimberley,dalby,2170,wa,19000919.0,9245172
rec-1122-org,jake,berry,boolee street,noss,burleigh waters,2133,qld,19121215.0,3029548
rec-1852-org,flynn,crea,,berkeley village,lismore,2068,nsw,19610318.0,7062906
rec-173-org,bailey,mazurkiewicz,o'hara close,caravn park,mosman,2486,nsw,19131214.0,5855784
rec-1263-org,benjamin,matthews,,anzac house (cnr archer s street,torquay,3672,sa,19221224.0,3995925
rec-419-org,david,sydorenko,fuhrman street,the manor braeside,sefton park,3153,vic,,1746512
rec-875-org,hollie,lillie-hinrichs,hemmings crescent,kilvinton village,banyo,4030,,19251130.0,4920253
rec-1179-org,lily,priest,nemarang crescent,yellow dam,westmead,2250,tas,19401205.0,2293160
rec-1786-org,liam,pulford,theodore street,tarwyn park,penrith,4816,qld,19700908.0,6254692
rec-681-org,chelsea,ronan,murphy street,racecourse,urangan,4869,vic,19350815.0,8318674
rec-1003-org,connor,clarke,de chair street,wilding,peakhurst,5204,vic,19450907.0,1230316
rec-1253-org,lachlan,bishop,newman morris circuit,granny flat rear,bellambi,2038,nsw,19541027.0,4547925
rec-328-org,,malin,deamer crescent,westmead accom,st clair,4879,act,19461215.0,1332042
rec-512-org,caleb,white,griffiths street,berragoon,mount isa,2122,sa,19130405.0,5957560
rec-958-org,shona,arbuckle,sprent street,anderwood,keysborough,6009,vic,19191013.0,6310771
rec-97-org,benjamin,schwinghammer,shenton crescent,kilnacrott,camden,3820,nt,19570329.0,4830631
rec-1186-org,grace,friebel,edwell place,villa 2,moorabbin,2117,wa,19151028.0,7313566
rec-54-org,dillon,stubbs,murphy street,the swamp,salisbury east,7305,sa,19851018.0,8097614
rec-1780-org,samuel,milburn,skirving place,,kyabram,2191,nsw,19721128.0,9177714
rec-189-org,tynan,pota,ijong street,smthfld,eimeo,4076,nsw,19160119.0,8487584
rec-1868-org,koula,liddy,perry drive,withern house,devonport,5097,wa,19871115.0,6488432
rec-1965-org,lucy,sandman,vincent place,the spur,camden south,3199,nsw,19830308.0,2887497
rec-575-org,tahni,murton,macfarland crescent,,ryde,3220,,19231110.0,4111794
rec-854-org,ebony,morby,macgillivray street,condavale,armidale,2111,nsw,19840906.0,3945914
rec-1417-org,kobe,george,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914.0,8823656
rec-106-org,mackenzie,buzow,snowden place,windsor lodge,greenhill,2152,nsw,19420118.0,2858815
rec-784-org,bianca,matthews,wentworth avenue,mt pleasant,toowoomba,6743,nsw,19140128.0,1935299
rec-1155-org,chelsea,colquhoun,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220.0,4281779
rec-1078-org,lachlan,kerslake,cossington smith crescent,deuverney,clovelly,3197,vic,19901030.0,8553054
rec-1045-org,harry,mcneill,,,bicton,6751,nsw,19920730.0,5511748
rec-892-org,sophie,petersen,ivo whitton circuit,flr 5 john flynn medical centre,singleton heights,3094,nsw,19440521.0,1237520
rec-147-org,matthew,seddon,collingridge street,port 366,paralowie,3803,nsw,19920305.0,6514580
rec-1044-org,nicole,carbone,schlich street,simpson army barracks,toowoomba,3000,wa,19030926.0,8190756
rec-908-org,beth,bambling,maclagan street,centennial glen,gowanbrae,5062,nsw,19640705.0,5577694
rec-525-org,daniele,marceta,halford crescent,kamilaroi cottage,lakes entrance,6072,wa,19820807.0,8788410
rec-1074-org,bridget,crosswell,parkhill street,blueberry hill,warnbro,3148,sa,19640129.0,8277929
rec-1238-org,liam,roebuck,ashby circuit,belgrade park,padstow,3002,nsw,19591028.0,3685347
rec-1593-org,bianca,tunstall,hoban place,birubi point caravn park,palmerston,3144,sa,19280123.0,1340988
rec-749-org,samantha,drechsler,mara place,tower b rockdale,rochedale south,5495,nsw,19330422.0,8882745
rec-1105-org,bailey,white,araluen street,,coralville,2114,qld,19131103.0,4312580
rec-739-org,mitchell,chanter,learmonth drive,bayview towers,benowa,3150,qld,19220713.0,7191519
rec-1012-org,chelsea,morrison,hansen circuit,public building,golden bay,2680,nsw,19621020.0,6038747
rec-1405-org,fyynlay,delfos,yumba avenue,karobean,frankston,7051,qld,19410702.0,2399211
rec-810-org,benjamin,santangelo,case place,roseglen,winthrop,3020,vic,19140729.0,2496528
rec-1468-org,nathan,afford,standbridge place,moriah fields,orange,3073,wa,,8483826
rec-1176-org,freya,springthorpe,mina wylie crescent,locn 3439,st clair,6158,nsw,19120525.0,7654842
rec-935-org,brydee,westermann,burkitt street,mlc centre,banks,3350,vic,19910126.0,1387695
rec-1227-org,kira,blowes,goyder street,bellfield,davistown,2166,sa,19890603.0,1610583
rec-617-org,brooklyn,van de kamp,nummerak close,weerona grabben gullen,clifton springs,5097,nsw,19900906.0,1277188
rec-1678-org,makayla,thorpe,macdonnell street,yakilli park,kogarah,3450,qld,19440116.0,1754223
rec-1188-org,olivia,tiffin,de lissa street,sunnyspot farm,peregian beach,3500,tas,19110102.0,2900307
rec-643-org,emiily,,star close,silverweir,yarram,4505,vic,19950402.0,5928066
rec-1011-org,sophie,bullock,boolee street,,port fairy,6076,sa,19510426.0,3859714
rec-453-org,david,goldsworthy,palmer street,kilburnie,caulfield north,2200,vic,19650226.0,3383985
rec-1237-org,emiily,pardey,cane place,rhodes cottage,gidgegannup,2097,nsw,19710322.0,4534889
rec-1278-org,chelsea,o'day,,woodleigh,woodlands,3179,nsw,19060726.0,9669480
rec-918-org,eboni,pantazopoulos,allott place,wyoming park,aldgate,2325,sa,19860807.0,9030076
rec-645-org,lily,ho,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343
rec-12-org,barnaby,siggins,hurley street,lakes retirement estate,kempsey,5162,vic,19981021.0,5752610
rec-1382-org,brooke,nguyen,truganini place,tallinga park,chelsea heights,6062,vic,19240812.0,8781682
rec-355-org,kaitlin,dixon,ware place,spylaw farm,morwell,2617,nsw,19420804.0,4342419
rec-1127-org,,morrison,parnell place,,davistown,2580,nsw,19620915.0,3101161
rec-559-org,henry,bloomfield,mcdougall street,bendigo retirement village,rosebud,4563,wa,19321112.0,1646845
rec-829-org,kyra,wilde,groom street,binbimbie,young,3859,qld,19220601.0,6073461
rec-700-org,christian,white,boolee street,noss,doubleview,4352,nsw,19491125.0,2992541
rec-639-org,emmet,george,curtin shopping centre,palm lake resort,newington,4860,sa,19860806.0,4029448
rec-19-org,jack,stanfield,weddin circuit,holmeleigh,madora,4350,wa,19061202.0,7739222
rec-1847-org,sarah,petersen,shenton crescent,vincent court,birkdale,4311,act,19770508.0,3615543
rec-1302-org,grace,chitti,neeld place,treasalee,wyoming,3501,wa,19670723.0,9584513
rec-523-org,aidan,walkley,bunbury street,glenview,ryde,2579,sa,19980813.0,1928366
rec-1060-org,,cochrane,wollongong street,sec 488,bayswater,4172,vic,19311213.0,5453149
rec-1226-org,zachariah,walkley,thornhill crescent,brentwood vlge,little mountain,2283,tas,19710311.0,9623159
rec-588-org,mitchell,nguyen,pleasance place,boxwood vale,sippy downs,2560,qld,19131126.0,8058525
rec-1893-org,jack,myriti,phillip avenue,cheviot hills,hat head,4305,qld,19020104.0,2920677
rec-1599-org,caitlin,burford,rowell place,johnflynn medical centre,daw park,3556,nsw,19810303.0,7549173
rec-900-org,ashleigh,haverfield,kinsella street,,coonamble,5008,sa,19380317.0,4274253
rec-1021-org,thomas,george,mcmanus place,stoney creek,north turramurra,3130,sa,19630225.0,5460534
rec-574-org,alisa,ezis,lowerson place,littledale,heathfield,6007,vic,19910312.0,8388422
rec-832-org,riley,green,barwon street,pink lake caravan park,wangaratta,2168,wa,19630414.0,4942246
rec-145-org,charlotte,vincent,williamson street,lasswade,toowoomba,4814,nsw,19430214.0,1033071
rec-316-org,karissa,creten,beattie crescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993
rec-1858-org,joshua,stephenson,hamersley place,henry kendall hostel,dilston,2319,sa,19121112.0,9006084
rec-375-org,sam,webb,deamer crescent,belaradah,west lakes shore,2570,wa,19361215.0,4408444
rec-1196-org,finlay,rivers,crisp circuit,kersey' south,newstead,2071,vic,19111130.0,1094276
rec-112-org,lachlan,crouch,gillespie street,mt annan,penrith,5040,wa,19280711.0,1476916
rec-1558-org,cooper,rushforth,tanderra crescent,torquay,rothwell,2115,nsw,19900914.0,9558215
rec-176-org,yasmin,quilliam,mcculloch street,brackengrae,hurstbridge,5107,sa,19991207.0,5083417
rec-1269-org,pearson,koopman,hagelthorn street,grammar school,petersham,2009,nsw,19730624.0,7232132
rec-26-org,,white,curlewis crescent,emu hill,upwey,2460,qld,19130119.0,7900611
rec-164-org,lucas,,maloney street,dalkeith cottage,craigmore,3595,vic,19111207.0,3698504
rec-1931-org,aimee,trzcinski,jacobs street,blue hills,frankston,2198,nsw,19280418.0,8941279
rec-1637-org,louis,zierholz,manifold place,beltrasna angus stud,barrack heights,5520,vic,19661015.0,7022760
rec-820-org,toby,mason,smyth place,hartley st school,redhead,2212,qld,19971021.0,9080629
rec-745-org,kyle,matthews,tristania street,lindis faime,lower templestowe,3351,qld,19930618.0,9797918
rec-844-org,caresse,lyden,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803.0,3017029
rec-1594-org,leo,robson,nullagine street,,ingham,3840,vic,19560910.0,7184177
rec-793-org,nicholas,lovelock,collingridge street,rooganore,ardeer,2756,act,19911014.0,8010826
rec-1432-org,griffin,hannett,andrews street,booroondoo north,craigmore,6009,nsw,19290315.0,9735493
rec-395-org,olivia,green,mugga way,dunoon (cnr camp r road,avenell heights,6148,vic,19051029.0,6438790
rec-1172-org,takeisha,kaufman,holman street,mclean vlge,cooroy,2229,vic,19970116.0,5410937
rec-680-org,chelsie,kearnes,schomburgk street,glenveagh,dianella,5573,vic,19350421.0,7712196
rec-1872-org,owen,dudley,shumack street,shallow crossing,logan,2166,sa,19550402.0,2640696
rec-530-org,jack,facci,packer street,somerton park,belrose,3806,sa,19960816.0,1697247
rec-587-org,zac,passalacqua,durham place,bexley,ashwood,2222,nsw,19890206.0,1082732
rec-1977-org,jack,coleman,parkin street,tara park,tarragindi,4226,qld,19280820.0,1254211
rec-713-org,sarah,gukulurruwuy,barrow place,elston,ryde,3064,wa,19121206.0,9247927
rec-410-org,jordan,ryan,carnegie crescent,tahmoor,millbrook,6004,vic,19900903.0,2479030
rec-1981-org,chloe,crosthwaite,ashkanasy crescent,rosedale,canterbury,4215,nsw,19550722.0,8848058
rec-1142-org,,webb,barber crescent,gundaline,eleebana,3741,nsw,19281205.0,5814003
rec-270-org,gemma,kopetow,morgan crescent,laane coree,largs north,2478,nsw,19461104.0,3397501
rec-685-org,connor,grosser,herschell circuit,cladagh cottage,denhams beach,3083,qld,19230612.0,5253252
rec-278-org,helena,ebert,garratt street,braeburn,aspley,2024,vic,19710327.0,2510937
rec-847-org,abby,toseland,haines street,hilldale,mosman,2877,sa,19100830.0,4439847
rec-1276-org,anastasia,green,erindale drive,villa 102,portarlington,2285,nsw,19720728.0,3163826
rec-314-org,harrison,campain,ossa place,,mooroolbark,6155,vic,19870409.0,4394472
rec-1690-org,thomas,white,monaro crescent,birrabilla,point lonsdale,2088,wa,19310818.0,5855559
rec-1984-org,mitchell,,legge street,sec 552,campbellfield,2761,,19850131.0,3318920
rec-493-org,callum,glossop,ratcliffe crescent,rowethorpe,st kilda east,6156,wa,19851219.0,1406566
rec-944-org,cooper,coxon,downard street,homewood,laanecoorie,3128,sa,19070923.0,5430172
rec-221-org,bailey,bevis,moorhouse street,,hawthorn,3220,nsw,19840317.0,9030562
rec-463-org,kyle,rothe,tipping place,rosetta village,mittagong,2203,nsw,19520102.0,4930237
rec-748-org,zarran,jiang,thom crescent,wallendoon station,mount evelyn,6163,tas,19001007.0,4000010
rec-205-org,lachlan,thorpe,blinkhorn place,geekabee,cordeaux heights,2257,qld,19220128.0,5584987
rec-907-org,laura,braunack,durville crescent,parkmoor,graceville,2536,nsw,19550419.0,6978084
rec-1035-org,jaiden,rollins,rossarden street,tulgeywood,balwyn north,2224,nt,19280722.0,7626396
rec-1818-org,aidan,nguyen,mackenzie street,port hedland regional hospital,camperdown,2573,nsw,,3707777
rec-104-org,benjamin,carbone,wattle street,arthella,orange,3550,vic,19050820.0,3677127
rec-1900-org,caresse,thost,schlich street,wildefell,tahmoor,4121,nsw,19200424.0,1155162
rec-1813-org,oliver,green,fisken crescent,brackengrae,camp hill,2207,qld,19500515.0,3509865
rec-816-org,caleb,hage,mcdermott street,dallyn,yamba,4350,act,19110405.0,5267640
rec-1017-org,georgia,blake,huntly,bristin,jesmond,830,wa,19470129.0,4756378
rec-567-org,isabella,shandley,fincham crescent,wilga,thebarton,2642,nsw,19520602.0,2401777
rec-628-org,cambell,de la cruz,wirraway crescent,boxgrove,balaklava,2111,nsw,19870911.0,4131610
rec-1112-org,jessica,canton,canopus crescent,macarthur place,peregian beach,4670,vic,19840428.0,2398287
rec-1741-org,finn,garcia,yumba avenue,highpoint,toogoom,7322,wa,19640105.0,4449917
rec-1805-org,connor,de angelis,pambula street,springdale,st peters,2640,vic,19720629.0,8260585
rec-1252-org,grace,george,hopegood place,willow lodge,mill park,3175,nsw,19200909.0,7396495
rec-635-org,jacob,stoneman,balsillie crescent,emuvale,bilbul,4226,wa,19920924.0,1597681
rec-1580-org,blake,fitzpatrick,allan street,cedar oaks,cowra,2257,wa,19121117.0,2439353
rec-1557-org,dante,longo,rumker place,weeroona,ormond,6058,vic,19980220.0,6540789
rec-1315-org,lachlan,joannou,woodger place,meilene retirement,mayfield,3023,qld,19770813.0,2419080
rec-1660-org,ellie,campbell,douglas place,port hedland regional hospital,corio,7008,wa,19380331.0,4597845
rec-839-org,charles,leane,mentha place,colooli village,keysborough,5211,vic,19870107.0,8426799
rec-47-org,teaha,binns,castley circuit,warrambucca garden,rokeby,3816,nsw,19760420.0,1129369
rec-1628-org,levi,wyllie,barnard circuit,links court (cnr susanne s street,scarborough,3020,nsw,19791016.0,1466395
rec-670-org,emma,louca,cherry place,pinecroft,berwick,3377,vic,19590308.0,4142406
rec-1620-org,rosa,parr,nicholson crescent,villa 32,mount evelyn,2200,nsw,19080409.0,8467968
rec-1472-org,harry,mezic,staunton place,kaluna,nambour,2485,wa,19211029.0,1124001
rec-520-org,hunter,green,kingsmill street,john flynn medical centre,greenacre,3084,nsw,19860813.0,9810237
rec-1682-org,kyle,paterson,allan street,palm lake resort,toronto,2874,vic,,9754588
rec-1807-org,joel,boutchard,guguru place,antigua,surry hills,3174,vic,19251116.0,7546007
rec-478-org,victoria,dixon,cooney court,loma langie,hackham,3165,nsw,19220922.0,4788064
rec-1455-org,delaney,webb,dennys place,marsland,leichhardt,4129,qld,19571016.0,3898406
rec-1595-org,keely,liddy,lazarus place,rsl westhaven,benowa,3175,vic,19780919.0,6872855
rec-1543-org,jarvis,matthews,derrington crescent,the meadows,centennial park,2073,nsw,19750315.0,3771528
rec-1150-org,talia,silvestrino,kingston street,sec 478 hd paringa,mosman,2067,qld,19311020.0,8926703
rec-1248-org,benjamin,lowe,macleay street,morocco,wanneroo,2530,vic,19261108.0,5606231
rec-1719-org,dylan,campbell,bernacchi street,forest hills,port macquarie,2097,qld,19941220.0,9385938
rec-1305-org,james,campbell,jaeger circuit,hamden place,beechboro,3943,qld,19991103.0,2846606
rec-1057-org,charlie,roussounis,gledden street,woorabinda,craigmore,6026,nsw,19461111.0,7379154
rec-1891-org,cooper,dixon,de gillern place,pia place,caulfield north,4114,vic,19670919.0,3514159
rec-498-org,jasmine,hodgens,burtt crescent,yammacoona,maryborough,6006,qld,19970618.0,8417307
rec-1871-org,kirra,nguyen,elimatta street,colbara,goonellabah,2291,vic,19810716.0,8305865
rec-922-org,brooke,nguyen,,chobe,yarraville,2107,wa,19960816.0,9574103
rec-169-org,kimberly,pavli,pennefather street,,north sydney,3056,nsw,19600628.0,1529118
rec-969-org,bailee,millar,rowntree crescent,,carlingford,3064,vic,19890910.0,8928243
rec-452-org,judah,jeffries,condamine street,tinaroo falls,canterbury,2162,nsw,19350906.0,6982133
rec-207-org,max,moucho,,brae view,keysborough,3936,nsw,19280822.0,6834257
rec-1913-org,carla,carbone,faithfull circuit,rosehill,westmead,3072,tas,19710605.0,9383264
rec-223-org,noah,mason,,st james,burwood,2142,sa,19500202.0,8983319
rec-632-org,clain,entresz,ringrose crescent,jingara,cairns,6023,nsw,19900120.0,5070905
rec-1658-org,portia,miles,eldershaw place,,spearwood,2134,vic,19520311.0,9170437
rec-986-org,savannah,hope,medley street,blackridge flyfishing school,northbridge,2088,nsw,19581012.0,5486519
rec-443-org,joshua,hohn,sommerlad place,coralyn,eight mile plains,3178,vic,19260422.0,6588717
rec-682-org,nathan,kunik,bunduluk crescent,aremar,ashfield,3149,nsw,19100926.0,5880341
rec-1503-org,tiana,stubbs,barwell place,lochlee,cromer heights,3869,nsw,19030715.0,1274999
rec-1654-org,amy,clarke,amagula avenue,villa 56,brisbane,3189,wa,19040510.0,2004573
rec-910-org,jayden,browne,chaseling street,kincumber nautical vlge,sussex inlet,2630,nsw,19430306.0,2825950
rec-1016-org,catherine,killin,mcginness street,,lake clifton,3355,nsw,19880913.0,4443647
rec-560-org,david,sokic,gurubun close,binnalong,dianella,3042,wa,19771128.0,4848529
rec-1168-org,julia,mantovano,barber crescent,,bogangar,4300,vic,19840315.0,4747871
rec-96-org,dayna,stephenson,fellows street,tubbarubba,pallara,4059,qld,19201111.0,9364184
rec-150-org,edward,grafton,atherton street,ballegun,knoxfield,4575,nsw,19920821.0,2810290
rec-644-org,thomas,voorendt,alpen street,tathra,st albans,3567,nsw,19830805.0,1466357
rec-1568-org,marleigh,clarke,hodgson crescent,hawkins masonic vlge,northcliffe,2444,vic,19301107.0,3693124
rec-1697-org,zachary,hope,costello circuit,foxlea,mosman,2280,nsw,19390217.0,2473890
rec-577-org,hugo,manson,cox street,milpara,mount eliza,2530,qld,19321204.0,2042233
rec-415-org,heather,white,doonkuna street,millenium towers,vermont,3822,vic,19860128.0,6026159
rec-1816-org,natalia,green,macrossan crescent,newman medical centre,yagoona,2535,qld,19910111.0,3131587
rec-1046-org,paul,shinnick,steinwedel street,navan park,spotswood,4740,vic,19110916.0,8600040
rec-1527-org,emiily,jolly,barclay street,wangrah,airlie beach,4870,vic,19090420.0,4870757
rec-1102-org,william,afford,marengo place,the hammond village,albury,2303,sa,19730414.0,7921733
rec-1726-org,thomas,alagich,crago place,country club,toorak,3216,sa,,3790888
rec-1495-org,edward,buttrose,armstrong crescent,coogee beach caravan resort,kirwan,3429,nsw,19040811.0,5663433
rec-1022-org,jackson,eglinton,fowles street,mountview,burleigh heads,2830,sa,19830807.0,2932837
rec-394-org,alexander,mccarthy,collings street,balala station,blakehurst,2913,qld,19280419.0,1582861
rec-1184-org,victoria,alderson,kadina crescent,wealdstone,bribie island,4701,nsw,19920117.0,7627842
rec-678-org,kaitlin,geue,sheaffe street,ridgepoint,cronulla,3266,vic,19090903.0,2838932
rec-997-org,spyke,morrison,magenta square,parklands village,geraldton,3352,qld,19061014.0,7686370
rec-1351-org,charlie,gonzales,gosse street,shelbourne woodstock,preston,3796,qld,19100521.0,2130490
rec-339-org,sarah,everett,magrath crescent,rowethorpe,chinchilla,2903,vic,19900226.0,8413957
rec-101-org,naomi,vincent,southern cross drive,ascotvale,wendouree,5044,vic,19961103.0,4811286
rec-840-org,isabella,shepherd,evelyn owen crescent,wirruna,bindoon,2263,vic,19990122.0,7775354
rec-1674-org,zoe,gajda,eddison place,rosebrook,concord,6058,nsw,19600515.0,2599162
rec-906-org,madison,goldsworthy,ina gregory circuit,ortawenah,maroota south,3579,vic,19760411.0,6295703
rec-858-org,nicholas,ryan,lander crescent,strathdene,gosford east,2453,qld,19100820.0,7460798
rec-1586-org,kazuki,fenwick,herron crescent,sunnyview,leichhardt,2564,nsw,19530925.0,6921972
rec-1381-org,madison,ebdell,southlands shops,yellow dam,humpty doo,6110,tas,19541129.0,9104054
rec-770-org,liam,thorpe,paul coe crescent,kianinny cabins,penrith,2204,nsw,19911112.0,9435582
rec-1812-org,kaitlin,donaldson,praed place,prospect creek,oakleigh east,2121,tas,19520918.0,3119350
rec-274-org,charlotte,orchard,dickinson street,,narellan,4551,wa,19850330.0,3193520
rec-953-org,cooper,brain,mccormack street,karoola,labrador,2448,nsw,19651027.0,9958874
rec-1745-org,melinda,sherin,conley drive,,macmasters beach,3226,vic,19511104.0,9615557
rec-727-org,joshua,frogley,martin street,tamwell centre,appin,2250,qld,19751024.0,9897586
rec-46-org,ethan,campbell,reuther street,,moorook,4700,nsw,19331009.0,3430363
rec-1512-org,zarran,bradshaw,carnegie crescent,,,6147,vic,19350707.0,7831798
rec-330-org,nathan,monaco,hollis place,villa 2,summer hill,4207,nsw,19251021.0,1784132
rec-1429-org,kathleen,wasley,sturgeon street,langley flats,mount evelyn,6019,qld,19761013.0,6077676
rec-1250-org,alexandra,dolan,oxley street,cranky jack,,3165,qld,19540418.0,8776463
rec-1758-org,joshua,green,hawkesbury crescent,loughmore,penola,6020,qld,19010219.0,2855631
rec-1530-org,joshua,gully,biggs place,professional centre,rochester,2750,vic,19170224.0,8613712
rec-1462-org,ella,wiseman,shoalhaven avenue,garanga,bulimba,2485,vic,19031013.0,1872004
rec-465-org,kynan,steinert,haystack crescent,,moss vale,2774,nsw,19371230.0,3332023
rec-1775-org,harry,kremneff,dalziel street,eventide homes,parkdale,2747,vic,19410721.0,6547065
rec-1330-org,,weidenhofer,grylls crescent,warrambucca garden,forbes,4066,wa,19171010.0,6035150
rec-513-org,harrison,speight,wattle street,,elizabeth park,5032,qld,19740617.0,7490966
rec-625-org,katelin,o'shannessy,gallagher street,gimberts road,,2261,qld,19230503.0,8662085
rec-1311-org,,maynard,fitchett street,boxdale,winmalee,2195,sa,19181112.0,5043639
rec-834-org,braedon,schuetz,howarth place,villa 19,alice springs,2024,vic,19440909.0,5276446
rec-1280-org,caitlin,mason,oakey creek road,moondah,parramatta,3036,nsw,19250317.0,2470308
rec-1103-org,indiana,goonan,sparkes close,corinella glen,carnegie,3135,nsw,19610313.0,9556041
rec-1494-org,emiily,ryan,barlow street,,condon,4030,nsw,19830414.0,7013840
rec-1575-org,marcus,dunstone,mcgowen close,paradise stud,toorak,4802,sa,19960531.0,8697439
rec-1796-org,ruby,clarke,lalor street,forestvale,newlyn,3922,qld,19641008.0,5280388
rec-222-org,matilda,daven,tristania street,martins well station,tweed heads,3181,vic,19040105.0,1136666
rec-409-org,luke,lowe,kneebone street,mt pleasant,wallaville,3185,wa,19520928.0,9454024
rec-317-org,zali,clarke,darwinia terrace,,keilor east,2233,sa,19320926.0,2336128
rec-385-org,diamond,beiler,devonport street,craiglee station,maryborough,4221,vic,19050207.0,3554756
rec-72-org,ella,cordina,barnett close,ardrossan,camperdown,6158,vic,19880914.0,4084063
rec-940-org,samuel,ryan,emerton street,grandview,rosebud,2040,wa,19600615.0,2877050
rec-1832-org,alexandra,noble,tytherleigh street,,paddington,7000,tas,19720105.0,3043242
rec-722-org,jordan,white,casey crescent,villa 48 alloura waters village,burleigh heads,3458,nsw,19181120.0,1850609
rec-932-org,ebony,lavender,beaurepaire crescent,james milson retrmnt vlge,seven hills,6019,sa,19401126.0,5364330
rec-237-org,shantal,mckinnell,mceachern crescent,blueberry,ruse,2324,qld,19620715.0,5127261
rec-886-org,laura,webb,,martins well station,trigg,2108,vic,19690412.0,4088462
rec-20-org,thomas,marinos,davison place,boonooloo,killara,5008,nsw,19741116.0,9081995
rec-1724-org,claudia,carsley,ern florence crescent,brentwood village,east ryde,3034,act,19230117.0,3694984
rec-471-org,hayley,belperio,crofts crescent,inglewood,north turramurra,7248,nsw,19280910.0,2514932
rec-1909-org,tynan,clarke,curnow place,liselican,lawrence,4872,vic,19680102.0,7434559
rec-1189-org,jacob,coleman,shenton crescent,katalina forrest,roselands,5041,nsw,19760506.0,8055185
rec-864-org,taylah,godfrey,greene place,arawang,cecil plains,2216,nsw,19890403.0,7030753
rec-1389-org,john-paul,binns,brand street,uc-dai-loi,mawson,4012,nsw,19070612.0,9026975
rec-459-org,georgia,pettigrove,sinclair street,pinda,prairie,2478,nsw,19231019.0,9695933
rec-1962-org,thomas,mchenry,mccawley street,beach house,laverton,2611,wa,19770325.0,6818258
rec-62-org,sophie,lodiong,magrath crescent,beaudesert caravan park,ballina,4051,nsw,19530823.0,5266216
rec-360-org,juliana,holyoake,bennett street,sec 202,st clair,5108,act,19830808.0,4389245
rec-1974-org,joshua,miles,meiklejohn place,rowethorpe,hamilton,3183,wa,19000706.0,6904808
